Date,Adj Close
21/12/1990,331.75
24/12/1990,329.899994
26/12/1990,330.850006
27/12/1990,328.290009
28/12/1990,328.720001
31/12/1990,330.220001
02/01/1991,326.450012
03/01/1991,321.910004
04/01/1991,321
07/01/1991,315.440002
08/01/1991,314.899994
09/01/1991,311.48999
10/01/1991,314.529999
11/01/1991,315.230011
14/01/1991,312.48999
15/01/1991,313.730011
16/01/1991,316.170013
17/01/1991,327.970001
18/01/1991,332.230011
21/01/1991,331.059998
22/01/1991,328.309998
23/01/1991,330.209991
24/01/1991,334.779999
25/01/1991,336.070007
28/01/1991,336.029999
29/01/1991,335.839996
30/01/1991,340.910004
31/01/1991,343.929993
01/02/1991,343.049988
04/02/1991,348.339996
05/02/1991,351.26001
06/02/1991,358.070007
07/02/1991,356.519989
08/02/1991,359.350006
11/02/1991,368.579987
12/02/1991,365.5
13/02/1991,369.019989
14/02/1991,364.220001
15/02/1991,369.059998
19/02/1991,369.390015
20/02/1991,365.140015
21/02/1991,364.970001
22/02/1991,365.649994
25/02/1991,367.26001
26/02/1991,362.809998
27/02/1991,367.73999
28/02/1991,367.070007
01/03/1991,370.470001
04/03/1991,369.329987
05/03/1991,376.720001
06/03/1991,376.170013
07/03/1991,375.910004
08/03/1991,374.950012
11/03/1991,372.959991
12/03/1991,370.029999
13/03/1991,374.570007
14/03/1991,373.5
15/03/1991,373.589996
18/03/1991,372.109985
19/03/1991,366.589996
20/03/1991,367.920013
21/03/1991,366.579987
22/03/1991,367.480011
25/03/1991,369.829987
26/03/1991,376.299988
27/03/1991,375.350006
28/03/1991,375.220001
01/04/1991,371.299988
02/04/1991,379.5
03/04/1991,378.940002
04/04/1991,379.769989
05/04/1991,375.359985
08/04/1991,378.660004
09/04/1991,373.559998
10/04/1991,373.149994
11/04/1991,377.630005
12/04/1991,380.399994
15/04/1991,381.190002
16/04/1991,387.619995
17/04/1991,390.450012
18/04/1991,388.459991
19/04/1991,384.200012
22/04/1991,380.950012
23/04/1991,381.76001
24/04/1991,382.76001
25/04/1991,379.25
26/04/1991,379.019989
29/04/1991,373.660004
30/04/1991,375.339996
01/05/1991,380.290009
02/05/1991,380.519989
03/05/1991,380.799988
06/05/1991,380.079987
07/05/1991,377.320007
08/05/1991,378.51001
09/05/1991,383.25
10/05/1991,375.73999
13/05/1991,376.76001
14/05/1991,371.619995
15/05/1991,368.570007
16/05/1991,372.190002
17/05/1991,372.390015
20/05/1991,372.279999
21/05/1991,375.350006
22/05/1991,376.190002
23/05/1991,374.959991
24/05/1991,377.48999
28/05/1991,381.940002
29/05/1991,382.790009
30/05/1991,386.959991
31/05/1991,389.829987
03/06/1991,388.059998
04/06/1991,387.73999
05/06/1991,385.089996
06/06/1991,383.630005
07/06/1991,379.429993
10/06/1991,378.570007
11/06/1991,381.049988
12/06/1991,376.649994
13/06/1991,377.630005
14/06/1991,382.290009
17/06/1991,380.130005
18/06/1991,378.589996
19/06/1991,375.089996
20/06/1991,375.420013
21/06/1991,377.75
24/06/1991,370.940002
25/06/1991,370.649994
26/06/1991,371.589996
27/06/1991,374.399994
28/06/1991,371.160004
01/07/1991,377.920013
02/07/1991,377.470001
03/07/1991,373.329987
05/07/1991,374.079987
08/07/1991,377.940002
09/07/1991,376.109985
10/07/1991,375.73999
11/07/1991,376.970001
12/07/1991,380.25
15/07/1991,382.390015
16/07/1991,381.540009
17/07/1991,381.179993
18/07/1991,385.369995
19/07/1991,384.220001
22/07/1991,382.880005
23/07/1991,379.420013
24/07/1991,378.640015
25/07/1991,380.959991
26/07/1991,380.929993
29/07/1991,383.149994
30/07/1991,386.690002
31/07/1991,387.809998
01/08/1991,387.119995
02/08/1991,387.179993
05/08/1991,385.059998
06/08/1991,390.619995
07/08/1991,390.559998
08/08/1991,389.320007
09/08/1991,387.119995
12/08/1991,388.019989
13/08/1991,389.619995
14/08/1991,389.899994
15/08/1991,389.329987
16/08/1991,385.579987
19/08/1991,376.470001
20/08/1991,379.429993
21/08/1991,390.589996
22/08/1991,391.329987
23/08/1991,394.170013
26/08/1991,393.850006
27/08/1991,393.059998
28/08/1991,396.640015
29/08/1991,396.470001
30/08/1991,395.429993
03/09/1991,392.149994
04/09/1991,389.970001
05/09/1991,389.140015
06/09/1991,389.100006
09/09/1991,388.570007
10/09/1991,384.559998
11/09/1991,385.089996
12/09/1991,387.339996
13/09/1991,383.589996
16/09/1991,385.779999
17/09/1991,385.5
18/09/1991,386.940002
19/09/1991,387.559998
20/09/1991,387.920013
23/09/1991,385.920013
24/09/1991,387.709991
25/09/1991,386.880005
26/09/1991,386.48999
27/09/1991,385.899994
30/09/1991,387.859985
01/10/1991,389.200012
02/10/1991,388.26001
03/10/1991,384.470001
04/10/1991,381.25
07/10/1991,379.5
08/10/1991,380.670013
09/10/1991,376.799988
10/10/1991,380.549988
11/10/1991,381.450012
14/10/1991,386.470001
15/10/1991,391.01001
16/10/1991,392.799988
17/10/1991,391.920013
18/10/1991,392.5
21/10/1991,390.019989
22/10/1991,387.829987
23/10/1991,387.940002
24/10/1991,385.070007
25/10/1991,384.200012
28/10/1991,389.519989
29/10/1991,391.480011
30/10/1991,392.959991
31/10/1991,392.450012
01/11/1991,391.320007
04/11/1991,390.279999
05/11/1991,388.709991
06/11/1991,389.970001
07/11/1991,393.720001
08/11/1991,392.890015
11/11/1991,393.119995
12/11/1991,396.73999
13/11/1991,397.410004
14/11/1991,397.149994
15/11/1991,382.619995
18/11/1991,385.23999
19/11/1991,379.420013
20/11/1991,378.529999
21/11/1991,380.059998
22/11/1991,376.140015
25/11/1991,375.339996
26/11/1991,377.959991
27/11/1991,376.549988
29/11/1991,375.220001
02/12/1991,381.399994
03/12/1991,380.959991
04/12/1991,380.070007
05/12/1991,377.390015
06/12/1991,379.100006
09/12/1991,378.26001
10/12/1991,377.899994
11/12/1991,377.700012
12/12/1991,381.549988
13/12/1991,384.470001
16/12/1991,384.459991
17/12/1991,382.73999
18/12/1991,383.480011
19/12/1991,382.519989
20/12/1991,387.040009
23/12/1991,396.820007
24/12/1991,399.329987
26/12/1991,404.839996
27/12/1991,406.459991
30/12/1991,415.140015
31/12/1991,417.089996
02/01/1992,417.26001
03/01/1992,419.339996
06/01/1992,417.959991
07/01/1992,417.399994
08/01/1992,418.100006
09/01/1992,417.609985
10/01/1992,415.100006
13/01/1992,414.339996
14/01/1992,420.440002
15/01/1992,420.769989
16/01/1992,418.209991
17/01/1992,418.859985
20/01/1992,416.359985
21/01/1992,412.640015
22/01/1992,418.130005
23/01/1992,414.959991
24/01/1992,415.480011
27/01/1992,414.98999
28/01/1992,414.959991
29/01/1992,410.339996
30/01/1992,411.619995
31/01/1992,408.779999
03/02/1992,409.529999
04/02/1992,413.850006
05/02/1992,413.839996
06/02/1992,413.820007
07/02/1992,411.089996
10/02/1992,413.769989
11/02/1992,413.76001
12/02/1992,417.130005
13/02/1992,413.690002
14/02/1992,412.480011
18/02/1992,407.380005
19/02/1992,408.26001
20/02/1992,413.899994
21/02/1992,411.429993
24/02/1992,412.269989
25/02/1992,410.450012
26/02/1992,415.350006
27/02/1992,413.859985
28/02/1992,412.700012
02/03/1992,412.450012
03/03/1992,412.850006
04/03/1992,409.329987
05/03/1992,406.51001
06/03/1992,404.440002
09/03/1992,405.209991
10/03/1992,406.890015
11/03/1992,404.029999
12/03/1992,403.890015
13/03/1992,405.839996
16/03/1992,406.390015
17/03/1992,409.579987
18/03/1992,409.149994
19/03/1992,409.799988
20/03/1992,411.299988
23/03/1992,409.910004
24/03/1992,408.880005
25/03/1992,407.519989
26/03/1992,407.859985
27/03/1992,403.5
30/03/1992,403
31/03/1992,403.690002
01/04/1992,404.230011
02/04/1992,400.5
03/04/1992,401.549988
06/04/1992,405.589996
07/04/1992,398.059998
08/04/1992,394.5
09/04/1992,400.640015
10/04/1992,404.290009
13/04/1992,406.079987
14/04/1992,412.390015
15/04/1992,416.279999
16/04/1992,416.040009
20/04/1992,410.179993
21/04/1992,410.26001
22/04/1992,409.809998
23/04/1992,411.600006
24/04/1992,409.019989
27/04/1992,408.450012
28/04/1992,409.109985
29/04/1992,412.019989
30/04/1992,414.950012
01/05/1992,412.529999
04/05/1992,416.910004
05/05/1992,416.839996
06/05/1992,416.790009
07/05/1992,415.850006
08/05/1992,416.049988
11/05/1992,418.48999
12/05/1992,416.290009
13/05/1992,416.450012
14/05/1992,413.140015
15/05/1992,410.089996
18/05/1992,412.809998
19/05/1992,416.369995
20/05/1992,415.390015
21/05/1992,412.600006
22/05/1992,414.019989
26/05/1992,411.410004
27/05/1992,412.170013
28/05/1992,416.73999
29/05/1992,415.350006
01/06/1992,417.299988
02/06/1992,413.5
03/06/1992,414.589996
04/06/1992,413.26001
05/06/1992,413.480011
08/06/1992,413.359985
09/06/1992,410.059998
10/06/1992,407.25
11/06/1992,409.049988
12/06/1992,409.76001
15/06/1992,410.290009
16/06/1992,408.320007
17/06/1992,402.26001
18/06/1992,400.959991
19/06/1992,403.670013
22/06/1992,403.399994
23/06/1992,404.040009
24/06/1992,403.839996
25/06/1992,403.119995
26/06/1992,403.450012
29/06/1992,408.940002
30/06/1992,408.140015
01/07/1992,412.880005
02/07/1992,411.769989
06/07/1992,413.839996
07/07/1992,409.160004
08/07/1992,410.279999
09/07/1992,414.230011
10/07/1992,414.619995
13/07/1992,414.869995
14/07/1992,417.679993
15/07/1992,417.100006
16/07/1992,417.540009
17/07/1992,415.619995
20/07/1992,413.75
21/07/1992,413.76001
22/07/1992,410.929993
23/07/1992,412.079987
24/07/1992,411.600006
27/07/1992,411.540009
28/07/1992,417.519989
29/07/1992,422.230011
30/07/1992,423.920013
31/07/1992,424.209991
03/08/1992,425.089996
04/08/1992,424.359985
05/08/1992,422.190002
06/08/1992,420.589996
07/08/1992,418.880005
10/08/1992,419.420013
11/08/1992,418.899994
12/08/1992,417.779999
13/08/1992,417.730011
14/08/1992,419.910004
17/08/1992,420.73999
18/08/1992,421.339996
19/08/1992,418.190002
20/08/1992,418.26001
21/08/1992,414.850006
24/08/1992,410.720001
25/08/1992,411.609985
26/08/1992,413.51001
27/08/1992,413.529999
28/08/1992,414.839996
31/08/1992,414.029999
01/09/1992,416.070007
02/09/1992,417.980011
03/09/1992,417.980011
04/09/1992,417.079987
08/09/1992,414.440002
09/09/1992,416.359985
10/09/1992,419.950012
11/09/1992,419.579987
14/09/1992,425.269989
15/09/1992,419.769989
16/09/1992,419.920013
17/09/1992,419.929993
18/09/1992,422.929993
21/09/1992,422.140015
22/09/1992,417.140015
23/09/1992,417.440002
24/09/1992,418.470001
25/09/1992,414.350006
28/09/1992,416.619995
29/09/1992,416.799988
30/09/1992,417.799988
01/10/1992,416.290009
02/10/1992,410.470001
05/10/1992,407.570007
06/10/1992,407.179993
07/10/1992,404.25
08/10/1992,407.75
09/10/1992,402.660004
12/10/1992,407.440002
13/10/1992,409.299988
14/10/1992,409.369995
15/10/1992,409.600006
16/10/1992,411.730011
19/10/1992,414.980011
20/10/1992,415.480011
21/10/1992,415.670013
22/10/1992,414.899994
23/10/1992,414.100006
26/10/1992,418.160004
27/10/1992,418.48999
28/10/1992,420.130005
29/10/1992,420.859985
30/10/1992,418.679993
02/11/1992,422.75
03/11/1992,419.920013
04/11/1992,417.109985
05/11/1992,418.339996
06/11/1992,417.579987
09/11/1992,418.589996
10/11/1992,418.619995
11/11/1992,422.200012
12/11/1992,422.869995
13/11/1992,422.429993
16/11/1992,420.679993
17/11/1992,419.269989
18/11/1992,422.850006
19/11/1992,423.609985
20/11/1992,426.649994
23/11/1992,425.119995
24/11/1992,427.589996
25/11/1992,429.190002
27/11/1992,430.160004
30/11/1992,431.350006
01/12/1992,430.779999
02/12/1992,429.890015
03/12/1992,429.910004
04/12/1992,432.059998
07/12/1992,435.309998
08/12/1992,436.98999
09/12/1992,435.649994
10/12/1992,434.640015
11/12/1992,433.730011
14/12/1992,432.839996
15/12/1992,432.570007
16/12/1992,431.519989
17/12/1992,435.429993
18/12/1992,441.279999
21/12/1992,440.700012
22/12/1992,440.309998
23/12/1992,439.029999
24/12/1992,439.769989
28/12/1992,439.149994
29/12/1992,437.980011
30/12/1992,438.820007
31/12/1992,435.709991
04/01/1993,435.380005
05/01/1993,434.339996
06/01/1993,434.519989
07/01/1993,430.730011
08/01/1993,429.049988
11/01/1993,430.950012
12/01/1993,431.040009
13/01/1993,433.029999
14/01/1993,435.940002
15/01/1993,437.149994
18/01/1993,436.839996
19/01/1993,435.130005
20/01/1993,433.369995
21/01/1993,435.48999
22/01/1993,436.109985
25/01/1993,440.01001
26/01/1993,439.950012
27/01/1993,438.109985
28/01/1993,438.660004
29/01/1993,438.779999
01/02/1993,442.519989
02/02/1993,442.549988
03/02/1993,447.200012
04/02/1993,449.559998
05/02/1993,448.929993
08/02/1993,447.850006
09/02/1993,445.329987
10/02/1993,446.230011
11/02/1993,447.660004
12/02/1993,444.579987
16/02/1993,433.910004
17/02/1993,433.299988
18/02/1993,431.899994
19/02/1993,434.220001
22/02/1993,435.23999
23/02/1993,434.799988
24/02/1993,440.869995
25/02/1993,442.339996
26/02/1993,443.380005
01/03/1993,442.01001
02/03/1993,447.899994
03/03/1993,449.26001
04/03/1993,447.339996
05/03/1993,446.109985
08/03/1993,454.709991
09/03/1993,454.399994
10/03/1993,456.329987
11/03/1993,453.720001
12/03/1993,449.829987
15/03/1993,451.429993
16/03/1993,451.369995
17/03/1993,448.309998
18/03/1993,451.890015
19/03/1993,450.179993
22/03/1993,448.880005
23/03/1993,448.76001
24/03/1993,448.070007
25/03/1993,450.880005
26/03/1993,447.779999
29/03/1993,450.769989
30/03/1993,451.970001
31/03/1993,451.670013
01/04/1993,450.299988
02/04/1993,441.390015
05/04/1993,442.290009
06/04/1993,441.160004
07/04/1993,442.730011
08/04/1993,441.839996
12/04/1993,448.369995
13/04/1993,449.220001
14/04/1993,448.660004
15/04/1993,448.399994
16/04/1993,448.940002
19/04/1993,447.459991
20/04/1993,445.100006
21/04/1993,443.630005
22/04/1993,439.459991
23/04/1993,437.029999
26/04/1993,433.540009
27/04/1993,438.01001
28/04/1993,438.019989
29/04/1993,438.890015
30/04/1993,440.190002
03/05/1993,442.459991
04/05/1993,444.049988
05/05/1993,444.519989
06/05/1993,443.26001
07/05/1993,442.309998
10/05/1993,442.799988
11/05/1993,444.359985
12/05/1993,444.799988
13/05/1993,439.230011
14/05/1993,439.559998
17/05/1993,440.369995
18/05/1993,440.320007
19/05/1993,447.570007
20/05/1993,450.589996
21/05/1993,445.839996
24/05/1993,448
25/05/1993,448.850006
26/05/1993,453.440002
27/05/1993,452.410004
28/05/1993,450.190002
01/06/1993,453.829987
02/06/1993,453.850006
03/06/1993,452.48999
04/06/1993,450.059998
07/06/1993,447.690002
08/06/1993,444.709991
09/06/1993,445.779999
10/06/1993,445.380005
11/06/1993,447.26001
14/06/1993,447.709991
15/06/1993,446.269989
16/06/1993,447.429993
17/06/1993,448.540009
18/06/1993,443.679993
21/06/1993,446.220001
22/06/1993,445.929993
23/06/1993,443.190002
24/06/1993,446.619995
25/06/1993,447.600006
28/06/1993,451.850006
29/06/1993,450.690002
30/06/1993,450.529999
01/07/1993,449.019989
02/07/1993,445.839996
06/07/1993,441.429993
07/07/1993,442.829987
08/07/1993,448.640015
09/07/1993,448.109985
12/07/1993,448.980011
13/07/1993,448.089996
14/07/1993,450.079987
15/07/1993,449.220001
16/07/1993,445.75
19/07/1993,446.029999
20/07/1993,447.309998
21/07/1993,447.179993
22/07/1993,444.51001
23/07/1993,447.100006
26/07/1993,449.089996
27/07/1993,448.23999
28/07/1993,447.190002
29/07/1993,450.23999
30/07/1993,448.130005
02/08/1993,450.149994
03/08/1993,449.269989
04/08/1993,448.540009
05/08/1993,448.130005
06/08/1993,448.679993
09/08/1993,450.720001
10/08/1993,449.450012
11/08/1993,450.459991
12/08/1993,448.959991
13/08/1993,450.140015
16/08/1993,452.380005
17/08/1993,453.130005
18/08/1993,456.040009
19/08/1993,456.429993
20/08/1993,456.160004
23/08/1993,455.230011
24/08/1993,459.769989
25/08/1993,460.130005
26/08/1993,461.040009
27/08/1993,460.540009
30/08/1993,461.899994
31/08/1993,463.559998
01/09/1993,463.149994
02/09/1993,461.299988
03/09/1993,461.339996
07/09/1993,458.519989
08/09/1993,456.649994
09/09/1993,457.5
10/09/1993,461.720001
13/09/1993,462.059998
14/09/1993,459.899994
15/09/1993,461.600006
16/09/1993,459.429993
17/09/1993,458.829987
20/09/1993,455.049988
21/09/1993,452.950012
22/09/1993,456.200012
23/09/1993,457.73999
24/09/1993,457.630005
27/09/1993,461.799988
28/09/1993,461.529999
29/09/1993,460.109985
30/09/1993,458.929993
01/10/1993,461.279999
04/10/1993,461.339996
05/10/1993,461.200012
06/10/1993,460.73999
07/10/1993,459.179993
08/10/1993,460.309998
11/10/1993,460.880005
12/10/1993,461.119995
13/10/1993,461.48999
14/10/1993,466.829987
15/10/1993,469.5
18/10/1993,468.450012
19/10/1993,466.209991
20/10/1993,466.070007
21/10/1993,465.359985
22/10/1993,463.269989
25/10/1993,464.200012
26/10/1993,464.299988
27/10/1993,464.609985
28/10/1993,467.730011
29/10/1993,467.829987
01/11/1993,469.100006
02/11/1993,468.440002
03/11/1993,463.019989
04/11/1993,457.48999
05/11/1993,459.570007
08/11/1993,460.209991
09/11/1993,460.329987
10/11/1993,463.720001
11/11/1993,462.640015
12/11/1993,465.390015
15/11/1993,463.75
16/11/1993,466.73999
17/11/1993,464.809998
18/11/1993,463.619995
19/11/1993,462.600006
22/11/1993,459.130005
23/11/1993,461.029999
24/11/1993,462.359985
26/11/1993,463.059998
29/11/1993,461.899994
30/11/1993,461.790009
01/12/1993,461.890015
02/12/1993,463.109985
03/12/1993,464.890015
06/12/1993,466.429993
07/12/1993,466.76001
08/12/1993,466.290009
09/12/1993,464.179993
10/12/1993,463.929993
13/12/1993,465.700012
14/12/1993,463.059998
15/12/1993,461.839996
16/12/1993,463.339996
17/12/1993,466.380005
20/12/1993,465.850006
21/12/1993,465.299988
22/12/1993,467.320007
23/12/1993,467.380005
27/12/1993,470.540009
28/12/1993,470.940002
29/12/1993,470.579987
30/12/1993,468.640015
31/12/1993,466.450012
03/01/1994,465.440002
04/01/1994,466.890015
05/01/1994,467.549988
06/01/1994,467.119995
07/01/1994,469.899994
10/01/1994,475.269989
11/01/1994,474.130005
12/01/1994,474.170013
13/01/1994,472.470001
14/01/1994,474.910004
17/01/1994,473.299988
18/01/1994,474.25
19/01/1994,474.299988
20/01/1994,474.980011
21/01/1994,474.720001
24/01/1994,471.970001
25/01/1994,470.920013
26/01/1994,473.200012
27/01/1994,477.049988
28/01/1994,478.700012
31/01/1994,481.609985
01/02/1994,479.619995
02/02/1994,482
03/02/1994,480.709991
04/02/1994,469.809998
07/02/1994,471.76001
08/02/1994,471.049988
09/02/1994,472.769989
10/02/1994,468.929993
11/02/1994,470.179993
14/02/1994,470.230011
15/02/1994,472.519989
16/02/1994,472.790009
17/02/1994,470.339996
18/02/1994,467.690002
22/02/1994,471.459991
23/02/1994,470.690002
24/02/1994,464.26001
25/02/1994,466.070007
28/02/1994,467.140015
01/03/1994,464.440002
02/03/1994,464.809998
03/03/1994,463.01001
04/03/1994,464.73999
07/03/1994,466.910004
08/03/1994,465.880005
09/03/1994,467.059998
10/03/1994,463.899994
11/03/1994,466.440002
14/03/1994,467.390015
15/03/1994,467.01001
16/03/1994,469.420013
17/03/1994,470.899994
18/03/1994,471.059998
21/03/1994,468.540009
22/03/1994,468.799988
23/03/1994,468.540009
24/03/1994,464.350006
25/03/1994,460.579987
28/03/1994,460
29/03/1994,452.480011
30/03/1994,445.549988
31/03/1994,445.769989
04/04/1994,438.920013
05/04/1994,448.290009
06/04/1994,448.049988
07/04/1994,450.880005
08/04/1994,447.100006
11/04/1994,449.869995
12/04/1994,447.570007
13/04/1994,446.26001
14/04/1994,446.380005
15/04/1994,446.179993
18/04/1994,442.459991
19/04/1994,442.540009
20/04/1994,441.959991
21/04/1994,448.730011
22/04/1994,447.630005
25/04/1994,452.709991
26/04/1994,451.869995
28/04/1994,449.100006
29/04/1994,450.910004
02/05/1994,453.019989
03/05/1994,453.029999
04/05/1994,451.720001
05/05/1994,451.380005
06/05/1994,447.820007
09/05/1994,442.320007
10/05/1994,446.01001
11/05/1994,441.48999
12/05/1994,443.75
13/05/1994,444.140015
16/05/1994,444.48999
17/05/1994,449.369995
18/05/1994,453.690002
19/05/1994,456.480011
20/05/1994,454.920013
23/05/1994,453.200012
24/05/1994,454.809998
25/05/1994,456.339996
26/05/1994,457.059998
27/05/1994,457.329987
31/05/1994,456.5
01/06/1994,457.630005
02/06/1994,457.649994
03/06/1994,460.130005
06/06/1994,458.880005
07/06/1994,458.209991
08/06/1994,457.059998
09/06/1994,457.859985
10/06/1994,458.670013
13/06/1994,459.100006
14/06/1994,462.369995
15/06/1994,460.609985
16/06/1994,461.929993
17/06/1994,458.450012
20/06/1994,455.480011
21/06/1994,451.339996
22/06/1994,453.089996
23/06/1994,449.630005
24/06/1994,442.799988
27/06/1994,447.309998
28/06/1994,446.070007
29/06/1994,447.630005
30/06/1994,444.269989
01/07/1994,446.200012
05/07/1994,446.369995
06/07/1994,446.130005
07/07/1994,448.380005
08/07/1994,449.549988
11/07/1994,448.059998
12/07/1994,447.950012
13/07/1994,448.730011
14/07/1994,453.410004
15/07/1994,454.160004
18/07/1994,455.220001
19/07/1994,453.859985
20/07/1994,451.600006
21/07/1994,452.609985
22/07/1994,453.109985
25/07/1994,454.25
26/07/1994,453.359985
27/07/1994,452.570007
28/07/1994,454.23999
29/07/1994,458.26001
01/08/1994,461.01001
02/08/1994,460.559998
03/08/1994,461.450012
04/08/1994,458.399994
05/08/1994,457.089996
08/08/1994,457.890015
09/08/1994,457.920013
10/08/1994,460.299988
11/08/1994,458.880005
12/08/1994,461.940002
15/08/1994,461.230011
16/08/1994,465.01001
17/08/1994,465.170013
