Sim1,Sim2,Sim3,Sim4,Sim5,Sim6,Sim7,Sim8,Sim9,Sim10
-0.008739379,0.004865209,-0.027832247,0.022125399,-0.004255218,-0.01234389,-0.010273918,-0.006922694,0.025722486,-0.002951287
0.005482395,0.000755023,0.014579335,0.029609889,-0.007894889,-0.005057728,0.005741681,-0.011598483,0.005967731,-0.002380298
2.44E-05,-0.005334323,0.001545231,0.004783683,-0.00969673,-0.003883391,-0.005416383,0.04308844,0.001358512,0.001569364
0.001597277,0.003247446,-0.00172947,-0.008957863,0.005097048,-0.007329689,0.007024054,-0.018239068,-0.002996933,0.000133687
-0.004492246,0.005324881,-0.018689411,-0.001903249,-0.000703246,-0.000630376,0.001100491,-0.001248328,0.003376453,-0.007243768
-0.002312235,0.004083992,7.90E-05,0.003196442,0.007717491,0.009600918,0.009756053,0.01485047,-0.003449013,-0.005593621
0.00323671,-0.00524877,-0.011068679,-0.032117298,0.008020385,-0.013415154,-0.007824551,0.013766677,0.012086324,-0.003427793
0.006706796,0.028234227,0.014139825,-0.011411319,0.014549415,-0.002035152,0.007597311,0.005151971,0.023050654,-0.00038656
0.019854939,-0.000978177,0.008448198,-0.012092485,0.017649424,0.005593779,-0.001501587,-0.040198382,0.021794598,0.005934159
-0.011052121,0.004331186,0.002830465,-0.015128302,0.01897733,0.010298573,0.005544661,-0.030317258,0.003801413,0.008037272
-0.000454765,0.005733599,-0.014176305,0.00041773,-0.017999433,-0.010951301,-0.010564657,-0.035526271,-0.004039345,-0.004205296
0.007512715,-0.010666626,0.002026408,0.00851724,-0.007600415,0.009062977,-0.006264326,-0.007751364,0.004682806,0.003407168
-0.00396987,-0.002111482,0.003092844,0.009823273,0.008305392,-0.004047761,-0.011380631,0.045599808,-0.020516494,0.004428229
0.009127639,-0.010449998,0.005581538,0.006056708,-0.005534497,0.018475665,0.020799974,-0.015540602,0.008239488,0.009853027
-0.027228999,-0.000534341,0.014575657,0.0069816,0.003800925,0.007090975,0.001266429,0.001284752,-0.014552071,-0.0011804
0.015054735,0.0011823,-0.01579538,0.01880227,0.003214344,-0.003107327,0.012775237,0.002526624,0.002553284,-0.006915119
0.002776445,-0.007832095,0.011085263,0.010165401,0.004273234,-0.014827596,-0.022855951,0.003110875,-0.002209509,0.00070196
0.001495621,0.001442658,-0.001609579,0.008061466,-0.004037902,0.011131122,0.00043824,-0.020750437,-0.008163815,-0.004709007
0.012907249,-0.007664708,0.022166954,-0.010425612,0.005102517,0.025535231,0.005503516,0.003101709,0.012623097,-0.014164837
0.011470667,0.002240104,-0.00215105,0.040571911,0.010839695,-0.004894368,0.005197162,-0.044020652,0.000133908,0.013297349
-0.001855948,0.003808275,-0.017148898,-0.001397616,0.005199049,-0.002616357,0.017050855,-0.052966344,-0.003263007,0.001889423
0.00081613,0.015679468,-0.000235261,-0.002112503,-0.011722835,-0.015170001,-0.012961427,0.000337487,-0.019953402,0.012365915
-0.012157779,-0.024501065,-0.004461104,0.003562035,-0.017276301,-0.035915327,-0.006252859,-0.023758765,0.001863327,-0.002765046
0.007695722,-0.009200694,0.038552696,0.015166567,-0.005681495,-0.004922383,0.007011395,0.029771444,0.006722362,-0.003648897
-0.008618271,0.002804104,0.015337157,-0.016719542,0.000432166,-0.008465754,0.04278432,0.003903843,0.00209635,0.011274528
-0.01166836,-0.006263059,-0.00719255,-0.020859755,-0.014144041,0.002969148,0.002390851,-0.00762992,0.011379868,0.001376233
0.030185269,-0.005961534,-0.008638727,0.014640627,0.001834523,-0.007242895,0.000411011,0.002987775,0.012167255,-0.01700555
-0.006313287,0.016816141,-0.001798751,-0.005548886,0.010092087,-0.004700946,0.004087658,0.010799378,0.006428015,0.017133699
-0.024206772,-0.004323189,0.003743289,0.012619962,-0.00477001,0.005216649,-0.001592238,-0.034145035,0.003519336,0.004152076
-0.021985628,-0.009078116,0.004839466,0.003070588,-0.00034595,-0.011048611,-0.000516158,-0.012221215,0.005621036,-0.00734748
-0.006383467,-0.005509249,0.005121585,-0.021313852,0.001365638,-0.007668347,0.011512456,0.006559494,-0.008836263,0.00795619
0.00525301,-0.000688616,-0.005642329,0.022762725,-0.013267041,0.000696312,0.011655512,0.002600286,-0.002832102,0.006356975
0.011414658,-0.003096388,0.012214411,-0.017741751,0.002574061,-0.00098594,-0.002071598,0.007599463,-0.009681171,0.006549905
0.021075752,-0.00189089,0.003600814,0.011904014,-0.000873787,0.000508098,0.011535343,0.000958929,0.014875536,0.005254583
0.005659326,-0.02506583,-0.000181479,0.0316986,0.007425908,-0.00493114,0.003164945,0.009443387,0.021132342,0.008185602
-0.022626902,-0.006659806,-0.010141642,-0.007353788,-0.00030526,-0.002397959,0.009956004,0.073941136,0.008681383,0.013644221
-0.006199591,0.012101312,-0.006692432,-0.011983659,0.00270283,0.01181468,0.002859989,-0.001494952,0.004358576,-0.006063416
0.010095851,-0.005429967,-0.017916563,0.011335716,-0.011731975,0.003678499,0.016923726,0.015954507,-0.00605055,-0.003938034
0.008951291,-0.008999063,0.025751354,-0.014889033,-0.008520484,-0.004906437,0.011878835,0.00202764,0.000664263,-0.002467168
-0.003630324,-0.013601433,0.005273123,-0.010706024,0.005026655,0.007175239,-0.008572262,0.031643008,0.019833507,0.014952959
-0.00171261,-0.001948672,-0.0158109,-0.025616962,0.009907431,-0.003670763,0.013120979,0.048891117,-0.004889048,0.006852788
0.003297344,-0.004201468,0.003911737,-0.041914362,0.00570164,0.010012047,-0.02451024,0.007148317,-0.002286703,0.007706934
-0.000140815,0.004124804,0.02187431,0.019798428,0.006402151,0.010223403,0.004709049,-0.032616558,0.00635693,-0.007298865
-0.013880136,-0.003791828,0.028760069,0.024278756,0.00576087,-0.004955883,-0.012795783,0.014187607,0.001391945,0.01329286
0.00651101,0.018938276,0.044405134,-0.095978801,0.003864728,0.012814576,-0.008705518,0.014385388,0.008555206,-0.00829593
-0.007551088,-0.000554402,-0.044106811,-0.011664802,-0.011072483,0.014336798,0.005278179,0.021838329,-0.017875198,-0.008018055
0.003255267,0.003204291,0.031567251,0.01487553,-0.005377552,0.011647433,0.007308374,0.020573764,-0.015171145,-0.007722207
0.017715021,-0.002577937,0.042229459,-0.031946405,-0.004431383,-7.50E-05,-0.006259031,0.022874301,-0.009221634,-0.002790672
-0.01319902,0.003539502,-0.054516481,-0.004439846,0.006970572,0.00214489,0.011983164,0.003033986,0.017036734,-0.008327204
0.008526252,0.002349971,0.021440234,-0.052987866,0.002358845,-0.004380744,-0.010381582,-0.006776988,0.006654089,0.000239015
0.015640881,0.011199253,0.016809827,-0.032277536,0.016669897,0.007949358,0.019899652,0.007817626,-0.003637575,-0.004286315
0.011262659,0.006066053,-0.012397375,-0.018827419,0.006265141,0.005703726,0.009473278,-0.016452006,-0.008853769,0.010080425
0.000731934,0.00528518,0.011152763,0.043875596,-0.003096838,-0.0006708,-0.025343133,-0.005690289,0.009420677,-0.001227445
-0.005384108,0.001512413,-0.050798115,0.035374207,0.000262592,-0.005859406,-0.002132386,-0.007388712,-0.008151811,0.001590057
0.003256954,0.001632373,0.043815242,-0.020886925,0.000846618,0.005978798,0.010951507,0.000616394,0.00854948,0.00852401
0.022391117,0.003749006,0.028929859,0.003859734,0.002438223,-0.000563431,-0.010043689,0.001739216,-0.007145535,0.010767578
0.016490334,-0.004525771,-0.00746481,0.021777825,-0.000814305,-0.003086392,4.71E-05,-0.039429823,0.018948252,-0.003245615
0.002465438,-0.009947222,0.017904372,-0.000622945,0.01703769,0.003850194,0.005224794,-0.026032308,-0.001477751,-0.001224464
0.000202386,-0.001273211,-0.002374747,0.007703573,-0.000492287,0.003431259,-0.001759199,0.033637492,0.014784506,-0.00616328
-0.000470607,0.001126182,-0.009019172,-0.019638631,0.002016315,-0.003908641,0.001659984,0.022862857,-0.018624686,0.000353904
-0.002680654,0.001765189,0.002514408,-0.017130595,0.010927357,0.002810878,0.001186907,0.000434811,-0.017819254,-0.0036553
-0.003999481,-0.002775494,-0.008541498,-0.000345074,0.001241659,0.003584439,0.015180685,0.016538243,-0.023780999,-0.01446395
-0.005304701,0.002086408,-0.017157882,-0.032086651,-0.000186368,-0.001495532,-0.003165851,-0.027838627,0.020286637,0.008152507
0.02106334,0.001474435,-0.013915652,0.002274514,-0.002768185,0.013246913,-0.009771975,0.001350576,-0.019614737,0.004417545
0.0042104,-0.007274259,0.005062293,0.003726312,0.00356854,-0.00157622,-0.006916163,0.007970406,0.023651968,-0.015129718
0.002364596,0.005704019,0.010670292,-0.001580703,0.013814905,-0.005121822,0.000932843,-0.008445364,0.024536681,-0.000920828
0.002323607,-0.001755743,-0.001372988,0.037404286,0.002850069,-0.006222053,0.003372526,-0.04561969,-0.006431543,0.021513761
-0.0135448,-0.001979781,0.007041625,0.001817701,0.00525261,0.001934063,-0.002528229,-0.026201596,-0.002356268,0.003599374
0.01310327,0.015389011,0.01875464,0.035919649,0.016409999,0.007785478,-0.008728903,-0.025316677,0.004532921,-0.007986738
-0.012970821,-0.014047827,-0.002878952,0.010680919,-0.005696566,0.00066467,0.003210551,0.010554508,0.025288611,-0.022076304
-0.03456117,-0.006603473,0.003346999,-0.015263252,0.007960392,-0.006030732,0.001798004,0.011382655,-0.012087547,-0.010906009
0.000210973,-0.009797086,-0.012390093,-0.039146081,0.005621363,0.019128856,-0.000324192,-0.02765964,0.012078527,0.039174809
0.001716996,-0.000638951,0.002018416,-0.010886883,0.003158277,-0.004475273,0.001497179,0.060545648,0.006228087,0.008934198
-0.008341953,0.002981522,-0.006187993,0.017253034,-0.005142573,-0.002565083,-0.004358473,0.019535192,0.023475169,0.00419244
0.015200968,-0.007637937,0.013094137,0.001655846,-0.002813698,-0.008482628,0.000740731,0.030700639,0.01700362,0.003096791
-0.015756352,-0.002085203,0.013182235,0.004304754,-0.000698041,0.006310777,-0.002025085,0.032394135,0.016678948,-0.013754204
0.020018203,0.000919924,0.004070771,-0.03658265,-0.004824842,-0.01831482,-0.002791971,0.053391901,-0.011679203,0.021339799
0.012438532,0.000116531,0.00198703,-0.00409543,0.000265826,0.0004351,-0.001290758,0.012675425,0.005379764,-0.027015507
-0.006603766,-0.00309021,0.002128832,-0.09196454,-0.00077304,-0.010018394,-0.005696983,-0.027675151,0.026884438,0.007377518
0.014927912,-0.002424956,0.013264173,-0.037670341,-0.007699831,0.020869676,-0.010266818,-0.005874297,-0.009412875,0.02151262
-0.002537099,-0.003708275,-0.013761701,0.002138359,-0.005130451,0.026008421,0.009244979,-0.021880005,0.020596193,-0.010652138
0.008707365,-9.42E-05,0.009460813,0.094102619,-0.011603704,-0.06695497,0.0009841,0.008184555,0.011966347,0.001131917
0.019446589,0.005731318,-0.015325887,-0.020240639,0.008002277,0.019728107,-0.011484071,0.036791732,0.012090625,0.003317486
0.006027746,0.012261867,-0.027735799,0.049901405,0.005753071,0.007599997,0.005899478,0.006763065,0.010855684,0.014107255
-0.000268473,0.005287423,0.015829439,-0.000565913,-0.000186835,-0.018608817,-0.009362342,0.021690414,0.02110273,-0.005200677
-0.001784827,-0.004735108,-0.007784308,-0.063142111,-0.005831089,-0.001531218,-0.005541911,0.001834859,0.009085727,0.010365628
-0.006139697,-0.001827501,-0.005200966,-0.040196555,0.005086475,0.03075453,-0.007574359,-0.019417836,-0.013178246,0.006721764
-0.01610243,0.000737004,0.01145806,0.017677721,0.002719439,0.003641947,0.006042138,-0.005167537,0.001562271,-0.008088756
-0.000230729,0.000654219,0.002485376,-0.052774753,0.011940321,0.012496099,-0.020929827,0.020756801,-0.017250449,0.015513126
-0.020665573,0.003821872,0.007971922,0.029810043,0.010430219,0.029014676,0.009773056,-0.047986192,-0.005242366,0.010494415
0.017668101,-0.001220711,-0.008276084,0.041271556,-0.001393011,0.010425789,-0.014936775,-0.024763259,-0.018728707,0.005315637
-0.001785967,-0.002235049,0.005573364,0.021470895,0.002804142,-0.004134501,-0.00808127,-0.004589758,0.002070651,-0.003921678
-0.001032784,-0.013780015,0.000498456,-0.028183804,0.001076985,0.002501759,-0.006614733,0.010284372,-0.016214346,-0.00272256
0.010881401,0.0075063,0.007900082,-0.004479641,0.008885712,0.023295958,-0.00178632,-0.040073469,-0.004323175,0.010512356
0.00185211,0.004394638,0.012916723,-0.019980538,-0.004649049,-0.006512676,-0.00029831,-0.01726196,0.002042694,-0.008902207
-0.004820398,0.008288009,-0.018104043,-0.028584982,-0.002587342,0.022397765,-0.001252361,-0.016908473,-0.019782398,-0.007407681
-0.013541813,-0.008273355,0.016293547,0.067690475,0.011424024,0.015738888,-0.003205266,0.002470372,-0.004317646,-0.003743309
0.001031196,-0.005822234,-0.015921889,0.013080329,0.001153142,-0.002024116,-0.006811391,-0.000692986,-0.0151487,-0.015532945
-0.002367289,-0.003917247,0.017625412,-0.004389017,-0.014598152,-0.00048244,0.005425895,0.00426179,-0.000756283,0.027327754
0.006797059,0.003080697,0.003146601,0.014565601,-0.000366373,-0.029262561,0.002675115,0.041767326,0.012876531,-0.005966203
0.005179082,-0.001310573,-0.008570284,0.006569301,0.00119662,-0.005624205,0.000604664,-0.028554985,0.002075277,0.011845433
0.001362399,0.00218804,-0.015622926,-0.034252533,0.00109624,-0.017094946,0.004251809,-0.033074048,0.001291228,-0.023031373
-0.004145182,0.001262177,0.011446222,0.000679271,0.002800835,0.031796103,0.008274219,0.010879856,-0.001847962,0.004472563
0.013890721,-0.005057759,-0.021209162,-0.038926126,-0.005549543,0.00998548,-0.007711925,-0.016102784,0.000250531,-0.001176924
0.003483452,0.004101484,-0.000480838,0.033666249,0.002331294,0.014880632,-0.003034879,0.005969261,0.01556746,-0.014602902
0.009715165,-0.003619574,0.002851738,0.000980228,-0.00925408,0.004457946,-0.029600496,0.012677181,0.00391325,0.012849033
-0.01196249,-0.005972963,0.002024275,-0.010852713,-0.016412585,-0.01472389,0.006664885,-0.008965868,-0.006054941,-0.012607413
0.007089586,-0.003523237,-0.000918217,-0.017310474,-0.007768541,0.004635305,-0.017248935,0.001252888,0.004084274,-0.00995864
0.017489624,-0.009872048,-0.010685616,-0.017125438,0.005264085,0.002572191,0.015989362,0.015368515,0.002105122,-0.003011012
0.008255406,-0.009401952,-0.018041933,0.002185122,-0.014890351,-0.004306073,-0.001664751,-0.029578919,-0.005852983,-0.006207128
-0.004692903,0.001861646,-0.002682359,-0.02713104,0.018165042,-0.000129438,-0.000955413,-0.02883251,0.000932155,-0.011288081
-0.001800589,-0.006223381,-0.001584947,0.001522089,-0.00498855,-0.003433741,0.001673724,0.011185619,0.00151235,-0.000619534
-0.005879251,-0.00158783,0.014632138,-0.015236281,0.009274041,-0.002407828,-0.010723193,0.018093448,-0.02021768,-0.009044037
-0.011405036,0.032547938,0.029159569,0.031560001,0.003758857,-0.005983603,-0.000462692,0.026137192,0.012847246,-0.002687789
0.002357778,-0.034541921,-0.002385109,0.029133185,0.015354178,0.01044826,-0.011546346,0.010785619,-0.000356903,0.002684014
-0.006204695,-0.010549034,0.016590248,0.017207631,-0.006936403,-0.013965041,0.012497477,0.0062678,-0.013701674,-0.005524325
0.007381717,-0.019232849,-0.013554182,0.009942804,-0.001499186,0.001768585,0.011599938,-0.000138073,-0.00908714,0.007695307
-0.008024543,0.022056345,-0.013169431,-0.014883231,0.012412106,-0.012069625,-0.005301833,0.008201053,-0.008208142,-0.000444179
0.017000464,-0.000195128,0.012399956,-0.003535917,-0.004320178,-0.000132055,-0.007347636,0.023490429,-0.0049439,0.007788944
0.00672329,-0.010283892,0.004470694,-0.01666484,-0.002512662,0.015613662,-0.015865356,-0.009364613,0.016149278,0.004578999
-0.003871704,0.015055505,-0.002820185,0.009269869,0.004000242,-0.013154007,0.005862584,0.006089554,0.012374333,0.000987034
0.003019008,0.009848086,-0.014916982,0.004005446,0.006503733,-0.003009822,-0.00839167,-0.028653515,0.003034673,0.013773837
0.017284605,-0.002894303,-0.007048768,-0.006179116,0.000150457,0.00374012,0.000980085,-0.008571727,-0.005657158,0.000978466
-0.001190586,-0.010972743,-0.012522307,-0.0174943,0.002557647,0.000438896,-0.020741652,0.002054677,0.016300105,0.000885191
-0.000741029,0.008394471,-0.01679282,-0.031359259,0.003198407,0.01099689,-0.005977185,0.005602587,0.003866629,-0.016440191
-0.01249276,0.005768498,0.003568673,-0.013086842,-0.006667265,0.006525919,-0.020664505,0.011085462,-0.013660217,0.002637435
-0.009740469,0.000596749,-0.005446164,0.008780655,0.017501974,-0.003378147,-0.002434915,-0.009764466,-0.007236944,0.000692363
0.01144097,-0.003151578,-0.004141512,0.00324443,0.00458141,0.000164356,0.023065769,-0.018559304,0.000716345,0.000999897
-0.01531483,0.008043306,-0.026914884,-0.002899442,-0.011252638,0.001925812,0.014540496,-0.016255113,0.002624814,-0.013230443
0.006546854,0.00427453,0.010084183,-0.000860243,0.003267122,-0.007451592,-0.018083654,-0.05558991,-0.005947725,-0.003105318
-0.00399073,-0.01489767,-0.00058944,-0.005496536,0.001686576,-0.000555234,-0.011613963,-0.007603734,0.010826531,0.014890664
-0.002163982,-0.011766034,-0.002641243,-0.010724141,0.009283557,-0.008431286,0.008291077,0.017067414,-0.008256439,-0.005582381
-0.002000448,-0.002712173,-0.007404157,0.013051769,0.010549565,0.007123032,0.001363693,0.018121193,-0.00754552,0.005419666
-0.002047956,0.000623578,-0.007629768,-0.001316448,-0.00790232,-0.018228243,0.00380826,-0.031339659,-0.002353494,0.000215637
0.023467408,0.011419009,0.008168399,-0.011192027,-0.011852956,-0.005433006,-0.007120611,-0.039973519,-0.008084554,0.000993645
0.006949067,-0.007878945,-0.005584268,0.013005476,6.64E-05,-0.006961302,0.003333904,0.004844774,0.003081545,0.005291907
-0.005598149,-0.002208884,-0.020047873,0.025602594,0.005411356,0.001068427,0.02582585,0.021237715,0.001077162,-0.009890298
0.006846457,-0.010218686,-0.009805806,0.009669848,0.00568455,-0.016619754,0.001196872,-0.017719404,0.002982117,0.011478804
0.012077314,-0.011291513,0.013116298,-0.003316726,0.002286261,0.015364662,0.005470711,0.005148425,0.006294039,0.021358276
0.004166163,-0.016442216,-0.023604103,-0.001117082,0.002234291,0.010333816,-0.001465974,-0.01327976,-0.014200406,0.006813071
0.011922912,0.000449989,-0.000355056,0.003905134,-0.008441426,0.00829059,0.007976996,-0.025276929,-0.007716751,-0.001498818
-0.008201204,0.003408995,-0.006547481,-0.009212528,0.00346371,-0.024102843,-0.006631341,-0.001348254,0.007893635,0.004415501
0.000757851,0.004852858,-0.000729772,0.00380077,0.002404835,0.016624735,0.001444125,0.005958722,0.007359506,-0.008381693
0.004100707,0.00128393,0.000895931,-0.010228625,0.007333624,0.01906358,0.001180437,-0.040182537,0.002338247,-0.013894224
0.028221247,0.00190151,0.004093765,-0.01201233,0.001186437,0.006217885,-0.001292876,-0.012232092,-0.015223473,-0.004400819
-0.012056485,-0.014041434,0.00231955,-0.023775466,0.004096058,0.008876402,-0.023153531,0.016212572,-0.006629826,0.009560137
-0.022133373,0.00557026,-0.001989848,-0.010933503,-0.012760398,-0.000741618,0.001404959,0.016962264,0.002069032,0.010388788
-0.011063463,-0.007431351,-0.00171926,0.011400067,0.01181326,0.028601668,0.004777758,0.007249431,-0.001146172,-0.010988156
-0.007358312,-0.007850478,0.011371189,0.025880023,-0.002258935,-0.016908008,-0.005633863,0.017776274,-0.005096643,0.003338956
-0.001264438,0.004396915,0.000352916,-0.000608668,0.009700139,0.001865266,-0.00109479,-0.017536353,-0.005078415,-0.002675636
-0.006326828,0.002606303,0.011449925,0.001832753,-0.001876848,0.015358682,0.000353173,0.003658483,-0.003099952,-0.014651894
-0.009528301,-0.002748189,-0.01086111,0.009658323,-0.005797645,-0.003054358,0.011703113,0.027659156,0.010793789,0.001170345
0.008975144,-0.000491772,-0.010878248,0.000337932,0.00420312,-0.007139106,-0.002187211,0.000763248,-0.01102553,0.014430033
0.000892435,0.018017164,0.002420635,-0.017238266,0.007752516,-4.73E-05,-0.003275647,-0.000442369,-0.01121827,-0.004906519
0.006963533,-0.003877619,-0.007944639,0.011622006,-0.004467767,-0.002777906,0.001369723,0.015347992,0.001217753,-0.006721876
0.004426434,0.002271444,0.010689781,-0.008330366,-0.007899953,-0.01357238,-0.00993913,-0.003640477,-0.007854832,0.003299391
0.003262324,-0.012615756,0.005264765,0.023134912,-0.001243768,0.004029934,-0.008916438,-0.010144878,-0.013830129,-0.002251375
0.007459934,-0.0103172,0.011036861,0.020780487,0.006028753,-0.000355604,-0.009009816,-0.013377814,0.011394069,0.003669584
0.00290781,0.000332711,0.00668461,-0.012560285,0.005793089,0.020602524,-0.012442677,-0.011764033,-0.004148081,0.010367661
0.00163904,0.006753112,0.010723256,0.009927964,0.002026866,0.01942382,0.000510545,-0.015537603,-0.010396859,0.001411455
0.006915237,-0.003197543,-0.004847825,0.011980768,-0.002712918,-0.010258993,0.004888234,0.030823147,-0.011254848,0.001443772
-0.004355017,0.015060156,0.009562162,0.007820101,0.001259521,-0.00689347,0.005407592,-0.001779948,0.005430548,0.012561316
0.002435891,-0.0032774,-0.008256359,-0.013648732,0.005587006,3.45E-05,-0.00170804,0.020756228,0.004076168,-0.001282268
-0.008711919,-0.002720971,-0.001617646,-0.003177987,-0.00274787,-0.000617357,0.001839214,-0.018285845,0.003897557,0.001384152
-0.009782737,0.005601063,-0.022761052,0.025158298,-0.002870355,0.005164465,-0.000609494,-0.035997239,-0.019640889,-0.020610795
-0.000956528,0.01782537,-0.005473391,0.010831978,-0.00046489,0.021549548,-0.010640073,0.001120139,0.0025091,0.001575788
-0.006591414,0.012533172,-0.00741548,0.017018811,-0.002794159,-0.002539983,-0.005399123,-0.02745549,0.000441412,-0.00942617
-0.031581284,-0.031378182,-0.010294936,-0.006396079,-0.00668155,-0.00438236,1.88E-06,-0.005896723,-0.006118802,-0.013558847
-0.009310112,-0.00192039,-0.000668238,-0.00182637,-0.003514485,-0.012793869,-0.011647932,-0.008051677,0.017894504,-0.009593702
0.017070368,0.007205944,0.006471842,-0.019703147,-0.002656317,0.002647424,0.001300099,-0.024388325,0.005802378,0.006549881
0.000753402,0.009276767,-0.009218768,-0.022859901,-0.010358137,0.005705152,0.004016802,0.01145649,-0.004631633,-0.0076722
0.004651352,-0.005709514,-6.85E-05,-0.002697744,-0.010875718,0.014726758,0.001022468,-0.024144326,0.002242844,-0.009810515
0.014415873,0.009209177,-0.002359185,0.009437759,0.000147692,0.006941278,0.000328726,0.025564237,0.008539598,-0.001066261
-0.005491947,0.002309742,-0.006057409,0.008216162,-0.00276447,0.007006512,0.00052908,-0.025810717,-0.002371774,-0.002106662
-0.007790625,0.021695262,0.011402642,0.013262604,-0.000653264,-0.007306046,-0.010096726,0.005401817,-0.007983792,-0.009713077
-0.000723979,0.00079471,0.012434831,0.012604844,0.005168595,-0.019276149,-0.003634491,-0.02021275,-0.007953085,-0.00365008
8.91E-05,-0.005904893,-0.001207305,-0.009106295,2.36E-05,-0.023340587,-0.013202419,-0.030871756,0.005729678,0.004865553
-0.006564804,-0.006048112,0.010625286,-0.018091727,0.000545156,-0.000401969,0.010861061,0.002918854,-0.006191596,-0.006639503
0.002735655,-0.012072166,-0.000934254,-0.039867604,-0.003525668,-0.012044591,-0.005150993,-0.003284536,-0.007286309,0.014374406
-0.004394424,-0.01338975,0.016404255,0.015099692,-0.00705312,-0.01819063,-0.002832803,-0.005429381,0.011319692,0.011023144
0.029239566,-0.005498015,-0.006989128,0.000717944,0.01358354,-0.001897869,0.005295099,0.005447453,-0.007067805,-0.006791033
-0.023185348,0.002854088,-0.018403545,0.001726394,0.008652765,-0.002815545,0.001840627,-0.003419085,-0.008283588,0.000775111
0.018928696,0.001083469,-0.007795554,0.020755193,-0.001719371,-0.005603096,-0.013110481,0.002184944,0.016353737,0.00609708
-0.001900939,0.007336579,0.001819061,0.006886989,-0.011889142,0.018484397,0.001084914,0.012425346,-0.004726136,-0.00428457
-0.003538032,0.006841895,0.004164441,0.013591056,-0.004445493,-0.004372506,-0.006013536,-0.002296676,-0.008514131,-0.003427321
0.009960057,0.003153614,-0.003508339,-0.010608895,0.000803717,0.016884479,-0.000870641,0.017553757,0.007588691,0.007040048
-0.013758828,-0.006946505,-0.012110003,0.015465759,0.001331451,-0.008341084,-5.79E-05,-6.89E-05,-0.002834638,-0.002281706
-0.002412683,0.00401031,-0.001528403,0.011995322,0.001298112,0.009441958,-0.011921195,0.000111696,0.020591553,-0.002288703
0.012135906,0.000156712,-0.00539166,-0.041645384,0.004798575,0.017346894,0.000344728,0.004320195,0.007763926,0.00265271
0.005305666,0.01334252,-0.008273353,0.005369845,0.003835205,-0.005074957,-0.001546485,0.023821355,0.005527458,0.007664728
0.001070699,-0.010143419,-0.013549948,0.02226618,-0.010439372,-0.015144591,-0.009187222,-0.0068586,0.013094212,-0.000886899
0.001175479,-0.012199952,0.005255131,0.002308268,0.002239068,-0.003994687,0.007175891,-0.009658671,-0.004067634,-0.009121846
-0.002226879,0.016881246,0.010951355,-0.007596883,-0.00493409,0.000536664,0.002312126,-0.020236649,0.00906313,-0.007180089
0.020748208,0.003616696,0.005947172,0.001631194,0.005309808,-0.003574335,-0.003793239,0.00200365,-0.009827571,-0.004770571
-0.000674616,1.03E-05,-0.017757181,0.003272067,-0.002931322,0.006491806,-0.000384579,0.003298848,0.008941909,0.009342452
0.002355124,0.007226992,0.01740044,-0.024986639,0.00032528,-0.001138998,0.003060074,-0.014418107,-0.002889201,0.022716271
0.000559971,-0.00770526,-0.022646499,0.027570082,0.00023783,0.000295647,-0.006041197,0.010158796,0.005755657,0.011839188
0.000749243,0.007006454,0.012688819,0.019298564,-0.011161463,0.000826616,0.001867682,-0.00128092,-0.008343181,-0.011613427
0.003557069,0.001094073,-0.028911264,0.002063924,0.014969465,0.003586436,0.013860988,-0.005110739,0.002350071,0.005708094
0.000452929,0.001815219,-0.000161397,-0.028546982,0.001943819,0.001286303,0.010003379,-0.004710985,0.003026258,0.01107345
0.003977311,0.00446973,-0.005712258,-0.000185293,-0.00189462,0.001147788,-0.015036657,-0.002403734,-0.012201522,0.006648709
0.005746811,0.010548686,-0.000562868,0.004213422,-0.001534583,0.004773332,-0.001017958,0.003235725,9.69E-05,-0.001042443
0.002634032,0.009481589,-0.001669699,-0.003392172,0.000647784,0.018725215,0.020112608,-0.004338328,-0.010692174,0.005850949
-0.000402873,0.001143889,0.011222948,-0.009211844,0.002157803,-0.003522665,0.004180292,-0.002581623,0.007575575,-0.022353093
-0.00520055,-0.008816499,0.007344482,0.007985876,0.001498564,-0.007906631,0.009132989,0.007484784,-0.005713102,-0.003950869
-0.010178273,0.003872407,0.0134739,-0.015191218,-0.002128222,-0.009716961,-0.005615285,-0.020349495,-0.002157501,-0.0139048
-0.00408306,0.007729877,0.016366127,0.003365218,-0.000319221,0.002397507,0.004466548,-0.002078781,-0.006239963,-0.002812028
0.006986097,-0.010834923,-0.021974087,-0.000867162,0.01701506,0.012916911,-0.011293759,-0.003759484,-0.001663808,-0.002938529
0.001593671,-0.005981738,-0.004492258,-0.011849459,-0.002116832,0.000338146,0.004655669,0.015783461,-0.003876196,-0.005962463
-0.010848827,-0.007741489,0.003703338,0.009575413,-0.008688913,0.017545385,0.004324748,0.009150049,-0.006100978,-0.007207262
-0.008799388,-0.001066254,0.001500819,-0.006777517,-0.008017721,0.003943698,-0.002799488,0.013971994,0.001769171,-0.000996241
-0.006454452,-0.007897335,0.008525509,-0.001724932,-0.010621678,-0.009762883,0.002706172,-0.007875817,0.003223924,-0.002181988
0.009605721,-0.012293576,0.015833755,-0.004279476,-0.017057797,-0.008654041,0.005849717,-0.001156241,-0.005967181,-0.01073336
0.008105996,-0.002851003,0.009162918,0.00438306,0.007545496,-0.009624055,0.009405161,0.008500572,-0.003658986,-0.005216968
